client_id,signup_date,industry,plan_type,contract_length_months,monthly_revenue,onboarding_days,support_tickets_90d,avg_logins_per_week,days_since_last_login,late_payments_count,nps_score,churned
CLT-2454,2025-02-21,SaaS,Basic,12,388.57,17,5,6.2,5,1,-26.0,0
CLT-2455,2023-10-25,Education,Basic,6,277.68,15,2,6.8,6,1,49.0,0
CLT-2456,2024-03-05,Finance,Basic,12,337.07,23,2,6.5,1,1,58.0,0
CLT-2457,2023-06-25,Real Estate,Basic,24,402.0,16,2,1.8,112,2,61.0,1
CLT-2458,2023-06-10,Logistics,Enterprise,12,2587.93,11,3,2.4,10,2,6.0,0
CLT-2459,2023-08-27,eCommerce,Basic,12,317.38,15,0,4.2,21,1,29.0,1
CLT-2460,2023-11-26,SaaS,Pro,6,1251.8,15,2,7.9,1,1,17.0,0
CLT-2461,2023-09-03,Finance,Pro,24,781.05,13,2,5.7,54,0,-18.0,0
CLT-2462,2023-05-17,Real Estate,Basic,1,367.01,3,6,4.4,1,2,14.0,1
CLT-2463,2024-02-07,eCommerce,Basic,12,393.03,24,3,9.1,2,0,3.0,0
CLT-2464,2024-07-15,Logistics,Pro,6,801.43,23,7,0.0,5,2,38.0,0
CLT-2465,2023-10-21,SaaS,Pro,12,1105.8,6,2,1.1,0,1,-11.0,0
CLT-2466,2024-04-25,SaaS,Basic,12,324.55,12,3,0.0,1,2,6.0,0
CLT-2467,2023-09-02,eCommerce,Basic,12,393.52,12,2,8.6,7,1,17.0,1
CLT-2468,2024-09-25,Real Estate,Pro,6,1210.02,5,4,4.7,3,0,49.0,0
CLT-2469,2024-08-06,Healthcare,Basic,12,397.05,1,2,7.9,12,3,99.0,0
CLT-2470,2025-05-14,eCommerce,Enterprise,6,2096.58,9,1,4.7,20,1,38.0,0
CLT-2471,2023-02-17,Healthcare,Basic,6,376.23,11,7,8.1,1,2,4.0,1
CLT-2472,2025-02-06,Healthcare,Basic,12,405.87,2,2,4.6,5,3,13.0,0
CLT-2473,2023-11-03,Real Estate,Basic,12,351.84,15,4,6.2,12,0,46.0,0
CLT-2474,2023-03-01,Real Estate,Pro,12,1044.47,23,3,5.8,12,1,-4.0,1
CLT-2475,2024-09-12,Finance,Pro,1,744.3,21,2,6.0,21,0,57.0,0
CLT-2476,2023-06-04,Education,Basic,12,394.09,13,2,10.1,1,0,37.0,0
CLT-2477,2023-06-08,Healthcare,Enterprise,24,2069.61,1,3,0.1,18,0,27.0,0
CLT-2478,2025-05-31,Finance,Basic,1,296.43,20,5,4.8,13,3,-12.0,1
CLT-2479,2023-07-18,Real Estate,Basic,12,406.66,15,9,5.6,20,0,53.0,0
CLT-2480,2024-05-07,eCommerce,Basic,12,410.95,17,0,5.1,12,2,11.0,0
CLT-2481,2023-06-30,Healthcare,Basic,24,418.54,29,2,3.8,6,2,34.0,0
CLT-2482,2023-04-22,Education,Pro,12,977.26,7,2,3.4,2,2,26.0,0
CLT-2483,2023-01-01,Education,Basic,12,271.94,1,3,9.6,26,1,-10.0,0
CLT-2484,2023-01-15,Healthcare,Pro,6,983.49,6,3,4.8,3,0,24.0,1
CLT-2485,2024-03-02,eCommerce,Basic,6,258.42,18,2,12.3,8,2,0.0,0
CLT-2486,2024-01-26,eCommerce,Enterprise,24,3308.8,14,3,6.6,7,0,14.0,0
CLT-2487,2023-02-05,SaaS,Basic,24,340.9,4,1,4.1,32,0,41.0,0
CLT-2488,2023-11-11,Logistics,Enterprise,12,2606.76,3,1,6.7,39,0,48.0,0
CLT-2489,2023-09-03,Real Estate,Basic,12,254.32,11,3,5.3,2,1,30.0,0
CLT-2490,2024-05-29,Real Estate,Basic,12,312.94,4,2,9.0,2,2,8.0,0
CLT-2491,2025-06-14,Logistics,Pro,1,1187.74,18,2,1.5,14,1,14.0,0
CLT-2492,2024-09-14,Education,Pro,24,1099.84,11,3,0.0,6,0,13.0,0
CLT-2493,2025-04-06,Education,Pro,12,764.53,9,1,6.1,2,0,-23.0,0
CLT-2494,2023-06-23,SaaS,Basic,12,268.78,8,3,7.5,5,1,32.0,0
CLT-2495,2023-07-13,Logistics,Pro,6,931.85,16,2,5.9,4,0,-12.0,0
CLT-2496,2024-11-06,Finance,Enterprise,6,2152.06,14,2,7.0,14,2,32.0,0
CLT-2497,2023-10-07,Education,Pro,1,1224.38,16,3,6.6,15,0,-6.0,1
CLT-2498,2025-02-02,Healthcare,Basic,12,357.41,15,6,0.6,27,2,0.0,1
CLT-2499,2024-02-22,Healthcare,Pro,12,771.2,13,1,5.8,6,1,47.0,0
CLT-2500,2023-06-30,Finance,Pro,6,1145.55,6,7,9.0,9,2,31.0,0
CLT-2501,2025-01-29,SaaS,Enterprise,12,2552.61,8,2,5.5,16,0,-17.0,0
CLT-2502,2024-05-10,Real Estate,Basic,24,284.08,11,5,1.1,12,3,16.0,1
CLT-2503,2024-12-23,SaaS,Basic,1,342.6,31,2,4.0,5,3,37.0,0
CLT-2504,2024-02-12,Finance,Pro,12,727.22,3,3,6.7,21,0,15.0,0
CLT-2505,2023-04-24,SaaS,Pro,12,971.31,11,6,10.4,9,1,21.0,1
CLT-2506,2024-09-04,SaaS,Pro,6,1175.65,15,4,0.0,13,0,36.0,0
CLT-2507,2023-04-23,Healthcare,Basic,12,407.05,12,3,6.1,2,0,31.0,0
CLT-2508,2024-08-19,eCommerce,Basic,12,301.66,23,3,2.2,24,5,5.0,0
CLT-2509,2024-01-11,Real Estate,Pro,6,1066.92,12,8,6.5,0,3,31.0,0
CLT-2510,2024-12-13,Healthcare,Basic,6,280.83,12,4,6.8,10,2,23.0,1
CLT-2511,2025-02-22,Healthcare,Basic,24,340.84,21,4,4.3,10,1,73.0,0
CLT-2512,2024-01-02,Real Estate,Pro,6,857.17,28,3,6.9,9,0,27.0,0
CLT-2513,2025-03-04,Real Estate,Pro,12,1028.53,25,4,8.4,20,0,,0
CLT-2514,2023-04-10,Finance,Enterprise,12,2257.58,13,7,4.5,17,1,36.0,0
CLT-2515,2023-04-07,Real Estate,Basic,12,409.42,14,1,1.0,9,1,22.0,0
CLT-2516,2025-06-13,Real Estate,Basic,12,399.65,14,3,9.3,4,0,12.0,1
CLT-2517,2024-05-31,Logistics,Enterprise,12,2505.38,15,0,7.5,2,1,41.0,0
CLT-2518,2024-02-10,eCommerce,Basic,12,379.8,7,2,6.7,1,0,42.0,0
CLT-2519,2023-05-21,Logistics,Basic,12,257.19,21,5,2.9,9,0,82.0,0
CLT-2520,2023-09-18,Finance,Basic,6,373.26,16,3,8.0,1,1,49.0,0
CLT-2521,2024-09-09,Healthcare,Pro,6,872.53,14,5,11.1,24,1,49.0,0
CLT-2522,2025-01-09,eCommerce,Enterprise,12,2203.46,4,0,4.6,7,0,48.0,0
CLT-2523,2025-04-04,Healthcare,Pro,1,1086.22,14,2,5.3,17,0,13.0,0
CLT-2524,2024-01-02,eCommerce,Pro,12,973.7,1,3,1.8,44,0,-1.0,1
CLT-2525,2024-02-14,Logistics,Basic,6,335.43,9,1,2.8,12,2,5.0,0
CLT-2526,2023-05-27,Finance,Basic,1,333.7,9,3,1.8,6,1,47.0,0
CLT-2527,2023-03-16,Logistics,Basic,6,250.7,16,4,5.4,4,4,66.0,0
CLT-2528,2024-01-30,SaaS,Basic,12,249.25,29,4,4.0,15,1,48.0,0
CLT-2529,2024-06-05,Healthcare,pro,12,348.21,19,0,6.1,17,1,26.0,1
CLT-2530,2023-04-04,Logistics,Basic,12,352.3,26,2,2.3,3,0,72.0,0
CLT-2531,2024-01-03,Healthcare,Basic,12,248.49,19,1,4.5,1,2,19.0,0
CLT-2532,2024-07-31,Logistics,Pro,24,924.36,23,0,2.1,14,0,1.0,0
CLT-2533,2024-12-30,Logistics,Pro,12,1050.94,29,4,5.6,4,1,36.0,0
CLT-2534,2025-04-24,Healthcare,Basic,1,358.2,8,3,0.1,8,0,62.0,0
CLT-2535,2023-11-03,Logistics,Basic,24,389.09,8,3,5.5,14,1,9.0,0
CLT-2536,2023-12-19,Healthcare,Pro,1,947.2,19,0,4.2,15,0,-13.0,0
CLT-2537,2025-02-26,SaaS,Pro,12,1016.06,14,2,5.5,24,1,31.0,1
CLT-2538,2024-09-15,Healthcare,Pro,12,1032.42,16,1,0.0,46,0,49.0,0
CLT-2539,2023-09-04,Real Estate,Basic,6,296.17,12,4,7.0,12,2,-44.0,1
CLT-2540,2024-09-08,SaaS,Pro,12,749.07,9,5,4.1,5,3,54.0,0
CLT-2541,2023-05-22,Finance,Basic,6,240.76,27,3,5.7,55,1,-4.0,1
CLT-2542,2024-02-09,Real Estate,Basic,1,390.5,5,4,0.0,2,1,48.0,0
CLT-2543,2023-10-03,SaaS,Basic,1,276.04,19,2,1.3,0,0,-20.0,0
CLT-2544,2025-06-12,Finance,Basic,1,353.45,18,2,3.8,12,1,-7.0,0
CLT-2545,2023-02-01,Education,Basic,1,343.87,1,3,9.1,9,1,45.0,0
CLT-2546,2025-02-10,SaaS,Basic,12,311.93,7,1,6.6,13,2,60.0,0
CLT-2547,2023-09-11,eCommerce,Pro,12,1170.09,9,5,5.4,11,3,30.0,1
CLT-2548,2023-02-02,Healthcare,Basic,12,365.71,19,6,2.2,1,0,90.0,0
CLT-2549,2024-08-17,Real Estate,Basic,12,244.09,11,5,1.7,6,1,4.0,0
CLT-2550,2024-09-02,Education,Basic,1,379.8,13,1,5.8,26,1,4.0,0
CLT-2551,2023-05-09,Healthcare,Basic,6,331.26,2,2,7.1,4,2,22.0,0
CLT-2552,2023-02-04,Logistics,Basic,12,302.46,33,3,5.6,27,2,21.0,1
CLT-2553,2023-04-11,SaaS,Basic,24,370.84,15,1,10.1,10,0,37.0,0
CLT-2554,2024-01-03,Logistics,Basic,12,363.49,18,6,3.0,5,1,11.0,1
CLT-2555,2023-04-30,Finance,Pro,1,887.72,10,7,5.5,7,1,44.0,1
CLT-2556,2024-09-24,Real Estate,Enterprise,12,3474.56,9,5,0.0,4,0,44.0,0
CLT-2557,2023-03-11,Real Estate,Basic,24,356.77,29,1,5.6,13,1,70.0,0
CLT-2558,2024-12-11,Healthcare,Pro,12,1047.12,1,3,9.4,5,0,18.0,0
CLT-2559,2025-02-26,Finance,Enterprise,6,2104.82,16,4,1.9,23,0,38.0,0
CLT-2560,2024-10-07,SaaS,Enterprise,1,2418.98,4,1,7.5,2,0,45.0,0
CLT-2561,2025-04-29,Healthcare,Pro,12,961.37,11,4,9.3,14,2,30.0,0
CLT-2562,2025-04-25,SaaS,Enterprise,24,2945.94,9,2,2.9,7,0,25.0,0
CLT-2563,2023-02-11,Finance,Enterprise,12,2769.15,6,7,6.4,7,0,-22.0,1
CLT-2564,2023-11-04,Real Estate,Pro,6,1132.04,14,4,9.7,19,1,32.0,1
CLT-2565,2024-11-15,Finance,Basic,12,287.26,1,3,5.7,2,0,45.0,0
CLT-2566,2023-11-02,Logistics,Basic,12,366.39,11,7,7.4,14,1,29.0,0
CLT-2567,2024-10-25,Real Estate,Basic,12,386.99,13,2,0.0,20,2,10.0,0
CLT-2568,2024-11-27,Real Estate,Basic,12,377.71,3,5,6.8,11,0,-12.0,0
CLT-2569,2025-06-16,eCommerce,Basic,6,378.75,26,5,6.6,3,1,41.0,1
CLT-2570,2023-10-24,Real Estate,Basic,6,399.93,9,0,1.0,12,2,31.0,0
CLT-2571,2023-11-10,Logistics,Pro,12,765.46,12,2,2.1,17,2,65.0,1
CLT-2572,2023-01-22,Finance,Pro,12,1096.48,9,2,6.8,1,1,-6.0,0
CLT-2573,2023-09-14,Real Estate,Pro,24,1243.09,13,4,4.1,3,1,18.0,0
CLT-2574,2023-09-10,Finance,Basic,12,343.26,24,4,8.3,13,2,-3.0,0
CLT-2575,2024-02-12,Finance,Basic,6,279.12,34,3,5.9,12,3,56.0,1
CLT-2576,2024-01-15,Real Estate,Pro,6,1259.33,20,2,5.2,14,2,61.0,0
CLT-2577,2025-02-09,Real Estate,Pro,12,814.33,23,2,4.5,0,3,78.0,0
CLT-2578,2024-11-27,SaaS,Enterprise,6,2503.34,28,5,5.9,3,0,43.0,0
CLT-2579,2024-10-17,eCommerce,Enterprise,12,2258.09,16,1,7.4,29,3,50.0,1
CLT-2580,2023-01-05,Finance,Enterprise,6,2696.77,27,4,6.6,4,1,41.0,0
CLT-2581,2024-02-29,SaaS,Basic,6,315.4,20,4,3.7,6,1,44.0,1
CLT-2582,2024-10-18,Healthcare,Basic,12,328.42,15,5,8.7,12,0,31.0,0
CLT-2583,2023-08-09,Logistics,Basic,1,407.04,17,4,7.0,15,0,45.0,0
CLT-2584,2024-01-18,eCommerce,Pro,12,978.3,1,2,6.2,21,0,83.0,0
CLT-2585,2024-10-16,Finance,Enterprise,12,2771.94,16,3,5.3,15,1,35.0,0
CLT-2586,2024-12-16,Logistics,Basic,12,399.6,2,5,6.5,12,1,31.0,0
CLT-2587,2025-02-08,SaaS,Pro,12,1161.59,1,3,0.0,6,1,35.0,1
CLT-2588,2024-01-22,eCommerce,Basic,12,283.15,16,3,5.7,30,2,26.0,0
CLT-2589,2023-12-26,Education,pro,12,242.33,5,3,9.9,4,1,36.0,0
CLT-2590,2023-12-11,Finance,Basic,6,353.31,14,1,5.7,37,3,25.0,1
CLT-2591,2024-08-24,Finance,Basic,6,392.07,15,4,5.3,5,0,59.0,1
CLT-2592,2024-01-13,Education,Enterprise,12,2829.28,15,5,3.2,21,0,56.0,0
CLT-2593,2023-12-27,SaaS,Basic,12,278.01,7,4,6.5,29,0,84.0,0
CLT-2594,2023-06-01,Education,Pro,12,1120.33,21,1,4.4,3,0,29.0,0
CLT-2595,2024-03-06,SaaS,Pro,12,1081.55,13,4,8.9,1,0,37.0,1
CLT-2596,2023-08-02,SaaS,Basic,12,341.71,18,3,2.4,22,1,36.0,0
CLT-2597,2024-04-17,Logistics,Basic,6,395.4,4,1,3.6,9,2,35.0,0
CLT-2598,2025-03-10,Real Estate,Pro,12,1143.49,13,2,3.2,10,2,58.0,0
CLT-2599,2024-11-29,Logistics,Basic,6,360.23,23,1,10.5,6,2,-11.0,1
CLT-2600,2024-03-06,Education,Enterprise,12,2997.14,22,2,4.4,4,3,42.0,0
CLT-2601,2025-05-29,SaaS,Basic,12,359.2,8,1,3.4,3,2,80.0,0
CLT-2602,2025-06-01,Real Estate,Pro,12,1003.59,10,0,0.0,5,1,64.0,0
CLT-2603,2024-02-04,Education,Pro,6,970.52,6,2,2.3,25,0,61.0,0
CLT-2604,2024-11-18,Real Estate,Basic,24,367.73,9,8,6.6,6,2,51.0,0
CLT-2605,2023-11-05,Real Estate,Basic,12,349.89,3,3,6.6,18,4,15.0,0
CLT-2606,2025-03-01,Real Estate,Enterprise,12,2734.97,13,2,3.0,22,1,11.0,0
CLT-2607,2023-12-03,Finance,Basic,24,262.8,19,2,3.2,2,1,11.0,0
CLT-2608,2023-08-21,SaaS,Basic,12,366.35,8,2,10.6,18,2,2.0,0
CLT-2609,2023-05-01,Finance,Basic,12,356.28,13,2,13.1,0,2,54.0,0
CLT-2610,2025-01-28,Education,Basic,6,301.6,12,3,8.4,4,1,67.0,0
CLT-2611,2023-09-25,Education,Pro,6,912.41,22,4,9.7,6,0,41.0,0
CLT-2612,2025-01-01,Healthcare,Pro,6,853.23,9,4,10.3,9,1,50.0,0
CLT-2613,2023-03-19,Real Estate,Basic,1,413.14,9,4,11.6,11,1,37.0,0
CLT-2614,2024-03-26,Healthcare,Pro,12,1184.51,7,3,4.1,2,1,44.0,0
CLT-2615,2024-01-21,eCommerce,Basic,6,340.99,5,3,2.4,0,1,-23.0,0
CLT-2616,2024-01-30,Finance,Basic,12,312.3,18,5,10.5,4,6,,0
CLT-2617,2023-05-31,Real Estate,Pro,6,1117.89,13,0,2.1,6,3,19.0,0
CLT-2618,2023-03-08,Education,Enterprise,1,2791.59,14,1,1.9,6,0,29.0,0
CLT-2619,2023-11-08,SaaS,Basic,24,415.65,24,6,2.0,36,2,36.0,1
CLT-2620,2024-02-28,Education,Basic,12,249.92,25,6,4.6,11,1,12.0,0
CLT-2621,2024-12-15,Logistics,Pro,24,738.51,1,2,0.0,1,3,3.0,0
CLT-2622,2024-02-21,Finance,Pro,12,1027.05,19,0,0.7,6,4,11.0,1
CLT-2623,2023-08-10,SaaS,Basic,1,276.59,16,4,3.1,7,0,-6.0,1
CLT-2624,2023-08-25,Real Estate,Basic,12,348.77,10,4,1.4,19,0,1.0,0
CLT-2625,2024-07-04,Real Estate,Pro,12,1141.97,17,3,8.2,10,0,5.0,0
CLT-2626,2024-01-28,Real Estate,Basic,1,264.86,1,2,5.0,2,0,-6.0,0
CLT-2627,2025-03-22,SaaS,Basic,24,319.31,26,2,6.7,25,0,43.0,0
CLT-2628,2024-01-31,Real Estate,Basic,12,363.96,18,4,6.4,8,0,7.0,1
CLT-2629,2024-05-25,Healthcare,Basic,12,390.1,7,1,4.4,8,1,-17.0,0
CLT-2630,2023-02-27,Logistics,Basic,12,329.34,9,3,8.0,31,1,20.0,0
CLT-2631,2023-06-24,eCommerce,Enterprise,12,2309.23,1,4,6.4,1,0,2.0,0
CLT-2632,2025-02-04,Real Estate,Pro,6,1036.33,11,3,4.0,6,3,66.0,0
CLT-2633,2023-11-07,Logistics,Pro,24,965.44,10,1,0.0,3,2,33.0,1
CLT-2634,2024-01-14,SaaS,Enterprise,12,3157.89,3,2,6.6,1,0,-7.0,0
CLT-2635,2024-06-15,Education,Basic,6,340.0,20,5,1.2,8,3,44.0,0
CLT-2636,2023-02-22,Education,Basic,1,290.3,24,1,6.1,41,3,32.0,0
CLT-2637,2024-03-31,SaaS,Enterprise,12,3131.59,14,1,5.2,9,0,24.0,0
CLT-2638,2023-11-08,SaaS,Basic,24,333.19,12,3,0.9,35,1,69.0,0
CLT-2639,2023-05-14,Education,Pro,24,815.88,17,4,5.8,6,0,6.0,0
CLT-2640,2024-01-12,eCommerce,Pro,12,1024.06,14,2,5.6,13,2,56.0,1
CLT-2641,2024-02-07,Finance,Basic,24,410.7,5,2,5.6,5,1,20.0,0
CLT-2642,2023-06-17,Real Estate,Basic,12,366.99,9,5,5.4,30,0,30.0,0
CLT-2643,2024-05-03,Healthcare,Basic,6,293.78,12,3,,18,0,11.0,1
CLT-2644,2024-11-02,eCommerce,Basic,12,367.96,16,3,6.8,12,1,13.0,0
CLT-2645,2023-08-29,Logistics,Basic,1,290.87,14,3,2.9,14,1,19.0,1
CLT-2646,2025-05-19,SaaS,Basic,6,337.68,16,6,1.8,1,2,-18.0,1
CLT-2647,2024-07-05,Healthcare,Pro,12,1004.36,2,2,7.0,4,1,39.0,0
CLT-2648,2024-11-26,Healthcare,Enterprise,6,2371.09,19,1,7.8,1,3,33.0,0
CLT-2649,2023-03-05,eCommerce,Pro,24,907.86,14,3,6.8,6,1,-7.0,0
CLT-2650,2024-11-21,Healthcare,Basic,24,409.59,34,1,4.4,8,0,46.0,1
CLT-2651,2023-10-30,Real Estate,Basic,6,285.11,11,4,0.0,30,0,66.0,0
CLT-2652,2024-10-01,Logistics,Basic,12,384.18,17,1,9.4,6,2,13.0,0
CLT-2653,2024-12-24,SaaS,Basic,12,360.13,37,6,0.0,6,2,10.0,1
CLT-2654,2023-08-14,Finance,Enterprise,1,2798.94,16,4,6.8,2,0,58.0,0
CLT-2655,2023-08-22,Finance,Basic,6,264.75,13,1,11.3,5,1,40.0,0
CLT-2656,2023-02-23,Logistics,Basic,6,276.82,6,2,5.4,9,0,27.0,0
CLT-2657,2024-06-28,Finance,Pro,6,816.65,26,1,5.9,8,0,50.0,0
CLT-2658,2024-11-27,Healthcare,Basic,6,345.62,5,1,6.1,8,1,37.0,0
CLT-2659,2024-01-05,Education,Basic,1,415.21,17,3,5.6,2,4,66.0,1
CLT-2660,2023-05-25,Education,Basic,6,397.9,10,1,12.1,4,1,30.0,0
CLT-2661,2023-10-12,Real Estate,Pro,24,733.64,12,4,2.5,23,2,41.0,1
CLT-2662,2023-12-29,eCommerce,Pro,1,867.81,3,3,2.1,5,3,57.0,0
CLT-2663,2025-04-04,Real Estate,Basic,6,268.31,25,3,4.0,0,2,-31.0,1
CLT-2664,2023-04-22,Finance,Enterprise,12,3463.52,12,3,10.2,26,1,58.0,0
CLT-2665,2023-11-05,Finance,Enterprise,6,2353.42,4,2,3.3,4,1,17.0,0
CLT-2666,2024-07-28,Real Estate,Pro,12,828.71,24,3,6.3,10,0,42.0,0
CLT-2667,2023-08-02,eCommerce,Basic,1,351.76,10,4,8.2,9,1,72.0,0
CLT-2668,2025-03-07,Education,Basic,12,340.11,17,2,7.3,27,1,22.0,0
CLT-2669,2025-03-29,SaaS,Enterprise,12,2338.78,21,4,8.1,55,2,19.0,0
CLT-2670,2023-12-09,eCommerce,Basic,12,360.67,18,2,9.3,7,0,29.0,0
CLT-2671,2024-11-02,Real Estate,Pro,12,772.38,1,3,5.9,16,1,-6.0,1
CLT-2672,2024-11-11,Finance,Pro,12,730.46,20,8,3.6,12,1,85.0,1
CLT-2673,2024-09-05,Healthcare,Basic,6,254.83,13,2,5.4,15,5,29.0,0
CLT-2674,2023-06-17,Real Estate,Pro,6,917.03,11,8,4.0,5,0,71.0,0
CLT-2675,2023-02-14,Healthcare,Enterprise,12,3462.52,13,4,12.6,66,1,22.0,1
CLT-2676,2023-11-09,Real Estate,Pro,1,1015.51,1,4,3.4,3,2,31.0,0
CLT-2677,2023-04-29,SaaS,Basic,6,375.85,16,1,6.4,13,0,54.0,0
CLT-2678,2023-09-21,Logistics,Enterprise,12,2482.24,3,7,0.5,4,1,2.0,0
CLT-2679,2024-07-28,Logistics,Pro,1,1108.44,12,3,5.4,4,2,27.0,0
CLT-2680,2024-06-13,Healthcare,Pro,1,1241.74,15,3,4.1,13,0,53.0,0
CLT-2681,2023-07-08,eCommerce,Pro,12,913.19,23,2,7.0,1,1,25.0,0
CLT-2682,2023-01-16,Education,Pro,6,1259.49,7,1,7.1,38,2,18.0,0
CLT-2683,2023-07-23,eCommerce,Basic,12,354.91,26,2,9.3,24,2,58.0,0
CLT-2684,2024-02-14,SaaS,Basic,24,374.75,22,3,9.0,18,1,65.0,0
CLT-2685,2024-12-02,SaaS,Basic,24,285.39,11,7,4.8,1,0,69.0,0
CLT-2686,2023-11-25,Finance,Pro,12,1067.27,5,1,2.2,8,2,13.0,0
CLT-2687,2023-09-15,Healthcare,Pro,6,995.94,2,3,2.5,3,2,16.0,0
CLT-2688,2024-05-11,SaaS,Pro,12,1236.46,16,5,5.9,8,4,18.0,1
CLT-2689,2023-03-06,Finance,Basic,12,402.84,8,0,5.5,5,1,48.0,0
CLT-2690,2023-07-22,eCommerce,Pro,12,934.2,24,3,5.8,24,1,0.0,1
CLT-2691,2023-02-02,Healthcare,Enterprise,6,3420.3,9,1,3.4,24,1,1.0,0
CLT-2692,2024-04-18,SaaS,Basic,1,399.27,7,1,9.3,14,1,12.0,0
CLT-2693,2024-02-03,Logistics,Pro,6,1038.81,16,4,0.6,5,1,7.0,1
CLT-2694,2024-06-08,Logistics,Pro,6,764.34,9,0,3.2,13,0,52.0,0
CLT-2695,2024-07-09,Education,Pro,1,806.83,14,7,1.8,11,0,50.0,0
CLT-2696,2023-12-22,eCommerce,Basic,24,253.84,22,3,4.4,4,0,18.0,1
CLT-2697,2025-02-20,Healthcare,Pro,1,778.32,15,1,8.7,3,2,25.0,0
CLT-2698,2025-04-06,Finance,Enterprise,12,3465.43,15,3,4.1,11,1,-33.0,0
CLT-2699,2023-04-10,Education,Pro,24,834.57,16,1,5.3,4,1,19.0,0
CLT-2700,2025-04-08,SaaS,Enterprise,6,3036.28,1,2,7.0,9,3,61.0,0
CLT-2701,2023-06-27,Logistics,Enterprise,12,2954.79,17,7,4.0,39,1,17.0,1
CLT-2702,2023-08-12,Education,Basic,12,353.61,15,1,6.1,14,2,3.0,0
CLT-2703,2024-04-21,Real Estate,Pro,6,831.62,21,0,5.8,8,3,64.0,0
CLT-2704,2023-01-27,Logistics,Basic,12,344.28,19,5,1.6,32,1,2.0,1
CLT-2705,2023-11-24,SaaS,Enterprise,12,2938.31,12,2,3.6,20,2,69.0,0
CLT-2706,2023-06-25,SaaS,Basic,12,342.67,22,6,6.1,1,1,100.0,0
CLT-2707,2024-03-10,SaaS,Basic,12,273.51,12,4,8.8,0,2,27.0,0
CLT-2708,2025-01-03,eCommerce,Enterprise,24,3084.59,16,3,8.8,42,0,61.0,0
CLT-2709,2025-04-11,Finance,Basic,6,253.18,12,5,11.3,7,1,-12.0,0
CLT-2710,2023-07-10,Logistics,Pro,12,1039.25,18,1,6.5,20,2,-13.0,0
CLT-2711,2024-05-05,Education,Basic,12,318.53,11,5,3.8,1,4,10.0,1
CLT-2712,2024-03-02,Healthcare,Enterprise,12,2375.43,27,4,4.8,3,0,51.0,0
CLT-2713,2024-01-09,Finance,Enterprise,12,3211.08,30,3,4.7,2,2,30.0,0
CLT-2714,2024-07-23,eCommerce,Basic,12,271.66,21,2,3.8,8,1,25.0,0
CLT-2715,2025-06-09,Finance,Pro,24,1223.81,26,4,6.1,2,0,-2.0,0
CLT-2716,2023-12-31,SaaS,Basic,6,399.22,2,2,6.3,4,2,27.0,0
CLT-2717,2023-02-28,SaaS,Pro,12,914.72,3,5,1.5,19,1,14.0,1
CLT-2718,2025-04-04,SaaS,Pro,6,884.78,11,3,8.3,36,0,7.0,0
CLT-2719,2025-04-18,Education,Pro,12,794.24,14,2,0.0,7,1,5.0,1
CLT-2720,2023-10-18,eCommerce,Basic,12,404.94,12,4,4.3,6,1,35.0,0
CLT-2721,2024-03-27,Real Estate,Basic,12,352.96,1,2,8.4,11,2,12.0,0
CLT-2722,2025-02-15,Real Estate,Pro,12,737.16,23,2,6.8,15,1,30.0,0
CLT-2723,2024-03-29,Education,Pro,12,995.94,31,2,3.9,5,2,-14.0,0
CLT-2724,2024-03-09,Healthcare,Basic,6,255.44,24,3,10.9,4,1,43.0,0
CLT-2725,2025-04-09,SaaS,Basic,6,343.28,23,4,3.7,18,2,36.0,1
CLT-2726,2025-01-15,Healthcare,Basic,6,331.61,16,1,0.0,7,2,24.0,1
CLT-2727,2024-04-01,Healthcare,Enterprise,24,2124.27,7,5,,13,0,34.0,1
CLT-2728,2023-05-26,Education,Basic,6,386.85,15,0,0.0,15,2,53.0,0
CLT-2729,2024-01-30,Education,Basic,24,287.22,31,0,2.5,1,2,-6.0,1
CLT-2730,2024-08-31,SaaS,Enterprise,6,2812.23,11,4,6.9,23,1,32.0,0
CLT-2731,2023-09-03,Education,Basic,12,355.03,10,0,3.6,32,0,-3.0,0
CLT-2732,2024-04-28,SaaS,Pro,12,1239.64,23,3,6.7,6,1,32.0,0
CLT-2733,2024-08-15,Logistics,Basic,12,328.89,23,2,1.5,13,0,24.0,1
CLT-2734,2023-03-18,Healthcare,Enterprise,12,3375.97,7,1,7.6,15,2,,0
CLT-2735,2024-05-27,Healthcare,Pro,12,911.62,12,1,0.0,18,1,51.0,0
CLT-2736,2024-10-25,Real Estate,Enterprise,24,3286.16,10,6,9.0,1,2,50.0,0
CLT-2737,2023-07-12,Healthcare,Basic,12,282.45,15,4,3.6,7,3,57.0,0
CLT-2738,2024-05-08,Education,Pro,1,1102.04,23,0,9.6,26,2,20.0,0
CLT-2739,2024-09-30,Finance,Pro,6,767.85,8,1,2.5,16,3,48.0,1
CLT-2740,2023-02-09,Education,Basic,12,417.49,23,2,10.8,0,1,43.0,0
CLT-2741,2024-08-02,Real Estate,Basic,12,411.71,15,1,2.1,0,2,21.0,0
CLT-2742,2023-08-22,Real Estate,Basic,12,319.6,33,6,0.0,9,0,33.0,1
CLT-2743,2023-12-24,Real Estate,Enterprise,12,2785.9,17,1,5.1,8,1,27.0,0
CLT-2744,2024-08-06,Education,Pro,6,1042.8,13,3,8.7,2,1,65.0,0
